,camera,date,hour,zone,person,car,bicycle,motorcycle,truck,dog
1028,2,2021-11-25,20,3,0,0,0,0,0,0
1029,2,2021-11-25,21,0,0,0,0,0,0,0
1030,2,2021-11-25,21,1,0,2,0,0,0,0
1031,2,2021-11-25,21,2,0,0,0,0,0,0
1032,2,2021-11-25,21,3,0,0,0,0,0,0
1033,2,2021-11-25,22,0,0,0,0,0,0,0
1034,2,2021-11-25,22,1,0,0,0,0,0,0
1035,2,2021-11-25,22,2,0,0,0,0,0,0
1036,2,2021-11-25,22,3,0,0,0,0,0,0
1037,2,2021-11-25,23,0,0,0,0,0,0,0
1038,2,2021-11-25,23,1,0,2,0,0,0,0
1039,2,2021-11-25,23,2,0,0,0,0,0,0
1040,2,2021-11-25,23,3,0,0,0,0,0,0
1041,2,2021-11-26,0,0,0,0,0,0,0,0
1042,2,2021-11-26,0,1,1,0,0,0,0,0
1043,2,2021-11-26,0,2,1,0,0,0,0,0
1044,2,2021-11-26,0,3,0,0,0,0,0,0
1045,2,2021-11-26,1,0,0,0,0,0,0,0
1046,2,2021-11-26,1,1,0,1,0,0,0,0
1047,2,2021-11-26,1,2,0,0,0,0,0,0
1048,2,2021-11-26,1,3,0,0,0,0,0,0
1049,2,2021-11-26,2,0,0,0,0,0,0,0
1050,2,2021-11-26,2,1,0,0,0,0,0,0
1051,2,2021-11-26,2,2,0,0,0,0,0,0
1052,2,2021-11-26,2,3,0,0,0,0,0,0
1053,2,2021-11-26,3,0,0,0,0,0,0,0
1054,2,2021-11-26,3,1,0,0,0,0,0,0
1055,2,2021-11-26,3,2,0,0,0,0,0,0
1056,2,2021-11-26,3,3,0,0,0,0,0,0
1057,2,2021-11-26,4,0,0,0,0,0,0,0
1058,2,2021-11-26,4,1,0,0,0,0,0,0
1059,2,2021-11-26,4,2,0,0,0,0,0,0
1060,2,2021-11-26,4,3,0,0,0,0,0,0
1061,2,2021-11-26,5,0,0,0,0,0,0,0
1062,2,2021-11-26,5,1,0,0,0,0,0,0
1063,2,2021-11-26,5,2,0,0,0,0,0,0
1064,2,2021-11-26,5,3,0,0,0,0,0,0
1065,2,2021-11-26,6,0,0,0,0,0,0,0
1066,2,2021-11-26,6,1,0,0,0,0,0,0
1067,2,2021-11-26,6,2,2,0,0,0,0,0
1068,2,2021-11-26,6,3,0,0,0,0,0,0
1069,2,2021-11-26,7,0,0,0,0,0,0,0
1070,2,2021-11-26,7,1,0,0,0,0,0,0
1071,2,2021-11-26,7,2,0,0,0,0,0,0
1072,2,2021-11-26,7,3,0,0,0,0,0,0
1073,2,2021-11-26,8,0,0,0,0,0,0,0
1074,2,2021-11-26,8,1,0,3,0,0,0,0
1075,2,2021-11-26,8,2,0,0,0,0,0,0
1076,2,2021-11-26,8,3,0,0,0,0,0,0
1077,2,2021-11-26,9,0,0,16,0,0,0,0
1078,2,2021-11-26,9,1,2,5,0,0,0,0
1079,2,2021-11-26,9,2,2,0,0,0,0,0
1080,2,2021-11-26,9,3,12,0,0,0,0,0
1081,2,2021-11-26,10,0,0,163,0,0,5,0
1082,2,2021-11-26,10,1,24,10,0,0,5,0
1083,2,2021-11-26,10,2,58,0,0,0,0,0
1084,2,2021-11-26,10,3,54,0,0,0,0,0
1085,2,2021-11-26,11,0,0,49,0,0,1,0
1086,2,2021-11-26,11,1,16,0,0,0,2,0
1087,2,2021-11-26,11,2,12,0,0,0,0,0
1088,2,2021-11-26,11,3,43,0,0,0,0,0
1089,2,2021-11-26,12,0,1,56,0,0,11,0
1090,2,2021-11-26,12,1,0,6,0,0,2,0
1091,2,2021-11-26,12,2,7,0,0,0,0,0
1092,2,2021-11-26,12,3,9,0,0,0,0,0
1093,2,2021-11-26,13,0,0,168,0,0,11,0
1094,2,2021-11-26,13,1,2,12,0,0,2,0
1095,2,2021-11-26,13,2,5,0,0,0,0,0
1096,2,2021-11-26,13,3,11,0,0,0,0,0
1097,2,2021-11-26,14,0,1,60,0,0,10,0
1098,2,2021-11-26,14,1,3,10,0,0,3,0
1099,2,2021-11-26,14,2,7,0,0,0,0,0
1100,2,2021-11-26,14,3,0,0,0,0,0,0
1101,2,2021-11-26,15,0,0,77,0,0,10,0
1102,2,2021-11-26,15,1,4,7,0,0,4,0
1103,2,2021-11-26,15,2,9,0,0,0,0,0
1104,2,2021-11-26,15,3,12,0,0,0,0,0
1105,2,2021-11-26,16,0,1,112,0,0,7,0
1106,2,2021-11-26,16,1,24,10,0,0,9,0
1107,2,2021-11-26,16,2,22,0,0,0,0,0
1108,2,2021-11-26,16,3,6,0,0,0,0,0
1109,2,2021-11-26,17,0,0,163,0,0,8,0
1110,2,2021-11-26,17,1,5,11,0,0,12,0
1111,2,2021-11-26,17,2,29,0,0,0,0,0
1112,2,2021-11-26,17,3,0,0,0,0,0,0
1113,2,2021-11-26,18,0,0,86,0,0,1,0
1114,2,2021-11-26,18,1,4,6,0,0,3,0
1115,2,2021-11-26,18,2,6,0,0,0,0,0
1116,2,2021-11-26,18,3,10,0,0,0,0,0
1117,2,2021-11-26,19,0,0,0,0,0,0,0
1118,2,2021-11-26,19,1,4,2,0,0,1,0
1119,2,2021-11-26,19,2,0,0,0,0,0,0
1120,2,2021-11-26,19,3,0,0,0,0,0,0
1121,2,2021-11-26,20,0,0,0,0,0,0,0
1122,2,2021-11-26,20,1,0,6,0,0,0,0
1123,2,2021-11-26,20,2,0,0,0,0,0,0
1124,2,2021-11-26,20,3,0,0,0,0,0,0
1125,2,2021-11-26,21,0,0,0,0,0,0,0
1126,2,2021-11-26,21,1,0,10,0,0,0,0
1127,2,2021-11-26,21,2,0,0,0,0,0,0
1128,2,2021-11-26,21,3,0,0,0,0,0,0
1129,2,2021-11-26,22,0,0,0,0,0,0,0
1130,2,2021-11-26,22,1,0,7,0,0,0,0
1131,2,2021-11-26,22,2,0,0,0,0,0,0
1132,2,2021-11-26,22,3,0,0,0,0,0,0
1133,2,2021-11-26,23,0,0,0,0,0,0,0
1134,2,2021-11-26,23,1,0,7,0,0,0,0
1135,2,2021-11-26,23,2,3,0,0,0,0,0
1136,2,2021-11-26,23,3,0,0,0,0,0,0
1137,2,2021-11-27,0,0,0,0,0,0,0,0
1138,2,2021-11-27,0,1,0,2,0,0,0,0
1139,2,2021-11-27,0,2,0,0,0,0,0,0
1140,2,2021-11-27,0,3,0,0,0,0,0,0
1141,2,2021-11-27,1,0,0,0,0,0,0,0
1142,2,2021-11-27,1,1,0,1,0,0,0,0
1143,2,2021-11-27,1,2,2,0,0,0,0,0
1144,2,2021-11-27,1,3,0,0,0,0,0,0
1145,2,2021-11-27,2,0,0,1,0,0,0,0
1146,2,2021-11-27,2,1,0,0,0,0,0,0
1147,2,2021-11-27,2,2,0,0,0,0,0,0
1148,2,2021-11-27,2,3,0,0,0,0,0,0
1149,2,2021-11-27,3,0,0,0,0,0,0,0
1150,2,2021-11-27,3,1,0,0,0,0,0,0
1151,2,2021-11-27,3,2,0,0,0,0,0,0
1152,2,2021-11-27,3,3,0,0,0,0,0,0
1153,2,2021-11-27,4,0,0,0,0,0,0,0
1154,2,2021-11-27,4,1,0,0,0,0,0,0
1155,2,2021-11-27,4,2,0,0,0,0,0,0
1156,2,2021-11-27,4,3,0,0,0,0,0,0
1157,2,2021-11-27,5,0,0,0,0,0,0,0
1158,2,2021-11-27,5,1,0,0,0,0,0,0
1159,2,2021-11-27,5,2,0,0,0,0,0,0
1160,2,2021-11-27,5,3,0,0,0,0,0,0
1161,2,2021-11-27,6,0,0,0,0,0,0,0
1162,2,2021-11-27,6,1,0,0,0,0,0,0
1163,2,2021-11-27,6,2,0,0,0,0,0,0
1164,2,2021-11-27,6,3,0,0,0,0,0,0
1165,2,2021-11-27,7,0,0,0,0,0,0,0
1166,2,2021-11-27,7,1,0,0,0,0,0,0
1167,2,2021-11-27,7,2,0,0,0,0,0,0
1168,2,2021-11-27,7,3,0,0,0,0,0,0
1169,2,2021-11-27,8,0,0,0,0,0,0,0
1170,2,2021-11-27,8,1,0,0,0,0,0,0
1171,2,2021-11-27,8,2,0,0,0,0,0,0
1172,2,2021-11-27,8,3,0,0,0,0,0,0
1173,2,2021-11-27,9,0,0,6,0,0,0,0
1174,2,2021-11-27,9,1,0,2,0,0,0,0
1175,2,2021-11-27,9,2,0,0,0,0,0,0
1176,2,2021-11-27,9,3,0,0,0,0,0,0
1177,2,2021-11-27,10,0,0,49,0,0,0,0
1178,2,2021-11-27,10,1,2,1,0,0,0,0
1179,2,2021-11-27,10,2,5,0,0,0,0,0
1180,2,2021-11-27,10,3,1,0,0,0,0,0
1181,2,2021-11-27,11,0,0,38,0,0,0,0
1182,2,2021-11-27,11,1,4,3,0,0,2,0
1183,2,2021-11-27,11,2,7,0,0,0,0,0
1184,2,2021-11-27,11,3,24,0,0,0,0,0
1185,2,2021-11-27,12,0,0,45,0,0,1,0
1186,2,2021-11-27,12,1,3,5,0,0,0,0
1187,2,2021-11-27,12,2,6,0,0,0,0,0
1188,2,2021-11-27,12,3,3,0,0,0,0,0
1189,2,2021-11-27,13,0,0,46,0,0,5,0
1190,2,2021-11-27,13,1,4,2,0,0,2,0
1191,2,2021-11-27,13,2,1,0,0,0,0,0
1192,2,2021-11-27,13,3,6,0,0,0,0,0
1193,2,2021-11-27,14,0,1,52,0,0,3,0
1194,2,2021-11-27,14,1,3,8,0,0,0,0
1195,2,2021-11-27,14,2,2,0,0,0,0,0
1196,2,2021-11-27,14,3,3,0,0,0,0,0
1197,2,2021-11-27,15,0,0,69,0,0,3,0
1198,2,2021-11-27,15,1,8,7,0,0,1,0
1199,2,2021-11-27,15,2,7,0,0,0,0,0
1200,2,2021-11-27,15,3,20,0,0,0,0,0
1201,2,2021-11-27,16,0,0,116,0,0,4,0
1202,2,2021-11-27,16,1,7,9,0,0,7,0
1203,2,2021-11-27,16,2,5,0,0,0,0,0
1204,2,2021-11-27,16,3,8,0,0,0,0,0
1205,2,2021-11-27,17,0,0,145,0,0,4,0
1206,2,2021-11-27,17,1,27,6,0,0,3,0
1207,2,2021-11-27,17,2,14,0,0,0,0,0
1208,2,2021-11-27,17,3,41,0,0,0,0,0
1209,2,2021-11-27,18,0,0,85,0,0,0,0
1210,2,2021-11-27,18,1,10,10,0,0,3,0
1211,2,2021-11-27,18,2,29,0,0,0,0,0
1212,2,2021-11-27,18,3,33,0,0,0,0,0
1213,2,2021-11-27,19,0,0,4,0,0,0,0
1214,2,2021-11-27,19,1,0,4,0,0,0,0
1215,2,2021-11-27,19,2,2,0,0,0,0,0
1216,2,2021-11-27,19,3,0,0,0,0,0,0
1217,2,2021-11-27,20,0,0,1,0,0,0,0
1218,2,2021-11-27,20,1,0,6,0,0,0,0
1219,2,2021-11-27,20,2,0,0,0,0,0,0
1220,2,2021-11-27,20,3,0,1,0,0,0,0
1221,2,2021-11-27,21,0,0,3,0,0,0,0
1222,2,2021-11-27,21,1,0,3,0,0,0,0
1223,2,2021-11-27,21,2,0,0,0,0,0,0
1224,2,2021-11-27,21,3,0,0,0,0,0,0
1225,2,2021-11-27,22,0,0,0,0,0,0,0
1226,2,2021-11-27,22,1,0,3,0,0,0,0
1227,2,2021-11-27,22,2,0,0,0,0,0,0
1228,2,2021-11-27,22,3,0,1,0,0,0,0
1229,2,2021-11-27,23,0,0,0,0,0,0,0
1230,2,2021-11-27,23,1,1,1,0,0,0,0
1231,2,2021-11-27,23,2,6,0,0,0,0,0
1232,2,2021-11-27,23,3,0,0,0,0,0,0
1233,2,2021-11-28,0,0,0,0,0,0,0,0
1234,2,2021-11-28,0,1,1,1,0,0,0,0
1235,2,2021-11-28,0,2,3,0,0,0,0,0
1236,2,2021-11-28,0,3,0,0,0,0,0,0
1237,2,2021-11-28,1,0,0,2,0,0,0,0
1238,2,2021-11-28,1,1,0,0,0,0,0,0
1239,2,2021-11-28,1,2,0,0,0,0,0,0
1240,2,2021-11-28,1,3,0,0,0,0,0,0
1241,2,2021-11-28,2,0,0,0,0,0,0,0
1242,2,2021-11-28,2,1,0,0,0,0,0,0
1243,2,2021-11-28,2,2,0,0,0,0,0,0
1244,2,2021-11-28,2,3,0,0,0,0,0,0
1245,2,2021-11-28,3,0,0,1,0,0,0,0
1246,2,2021-11-28,3,1,0,0,0,0,0,0
1247,2,2021-11-28,3,2,0,0,0,0,0,0
1248,2,2021-11-28,3,3,0,0,0,0,0,0
1249,2,2021-11-28,4,0,0,0,0,0,0,0
1250,2,2021-11-28,4,1,0,0,0,0,0,0
1251,2,2021-11-28,4,2,0,0,0,0,0,0
1252,2,2021-11-28,4,3,0,0,0,0,0,0
1253,2,2021-11-28,5,0,0,0,0,0,0,0
1254,2,2021-11-28,5,1,0,0,0,0,0,0
1255,2,2021-11-28,5,2,0,0,0,0,0,0
1256,2,2021-11-28,5,3,0,0,0,0,0,0
1257,2,2021-11-28,6,0,0,0,0,0,0,0
1258,2,2021-11-28,6,1,0,0,0,0,0,0
1259,2,2021-11-28,6,2,0,0,0,0,0,0
1260,2,2021-11-28,6,3,0,0,0,0,0,0
1261,2,2021-11-28,7,0,0,0,0,0,0,0
1262,2,2021-11-28,7,1,0,0,0,0,0,0
1263,2,2021-11-28,7,2,0,0,0,0,0,0
1264,2,2021-11-28,7,3,0,0,0,0,0,0
1265,2,2021-11-28,8,0,0,0,0,0,0,0
1266,2,2021-11-28,8,1,0,0,0,0,0,0
1267,2,2021-11-28,8,2,0,0,0,0,0,0
1268,2,2021-11-28,8,3,0,0,0,0,0,0
1269,2,2021-11-28,9,0,0,2,0,0,0,0
1270,2,2021-11-28,9,1,0,0,0,0,0,0
1271,2,2021-11-28,9,2,0,0,0,0,0,0
1272,2,2021-11-28,9,3,0,0,0,0,0,0
1273,2,2021-11-28,10,0,0,36,0,0,0,0
1274,2,2021-11-28,10,1,0,2,0,0,1,0
1275,2,2021-11-28,10,2,0,0,0,0,0,0
1276,2,2021-11-28,10,3,0,0,0,0,0,0
1277,2,2021-11-28,11,0,0,66,0,0,3,0
1278,2,2021-11-28,11,1,2,3,0,0,2,0
1279,2,2021-11-28,11,2,7,0,0,0,0,0
1280,2,2021-11-28,11,3,0,0,0,0,0,0
1281,2,2021-11-28,12,0,0,110,0,0,4,0
1282,2,2021-11-28,12,1,5,13,0,0,5,0
1283,2,2021-11-28,12,2,4,0,0,0,0,0
1284,2,2021-11-28,12,3,22,0,0,0,0,0
1285,2,2021-11-28,13,0,0,117,0,0,8,0
1286,2,2021-11-28,13,1,5,8,0,0,5,0
1287,2,2021-11-28,13,2,19,0,0,0,0,0
1288,2,2021-11-28,13,3,10,0,0,0,0,0
1289,2,2021-11-28,14,0,0,121,0,0,7,0
1290,2,2021-11-28,14,1,3,7,0,0,6,0
1291,2,2021-11-28,14,2,7,0,0,0,0,0
1292,2,2021-11-28,14,3,0,0,0,0,0,0
1293,2,2021-11-28,15,0,0,116,0,0,5,0
1294,2,2021-11-28,15,1,10,6,0,0,8,0
1295,2,2021-11-28,15,2,26,0,0,0,0,0
1296,2,2021-11-28,15,3,0,0,0,0,0,0
1297,2,2021-11-28,16,0,0,108,0,0,7,0
1298,2,2021-11-28,16,1,46,9,0,0,5,0
1299,2,2021-11-28,16,2,21,0,0,0,0,0
1300,2,2021-11-28,16,3,65,0,0,0,0,0
1301,2,2021-11-28,17,0,0,102,0,0,5,0
1302,2,2021-11-28,17,1,4,7,0,0,4,0
1303,2,2021-11-28,17,2,63,0,0,0,0,0
1304,2,2021-11-28,17,3,54,0,0,0,0,0
1305,2,2021-11-28,18,0,0,61,0,0,0,0
1306,2,2021-11-28,18,1,4,8,0,0,2,0
1307,2,2021-11-28,18,2,5,0,0,0,0,0
1308,2,2021-11-28,18,3,4,0,0,0,0,0
1309,2,2021-11-28,19,0,0,2,0,0,0,0
1310,2,2021-11-28,19,1,0,3,0,0,0,0
1311,2,2021-11-28,19,2,0,0,0,0,0,0
1312,2,2021-11-28,19,3,0,0,0,0,0,0
1313,2,2021-11-28,20,0,0,0,0,0,0,0
1314,2,2021-11-28,20,1,0,2,0,0,0,0
1315,2,2021-11-28,20,2,0,0,0,0,0,0
1316,2,2021-11-28,20,3,0,0,0,0,0,0
1317,2,2021-11-28,21,0,0,1,0,0,0,0
1318,2,2021-11-28,21,1,0,1,0,0,0,0
1319,2,2021-11-28,21,2,2,0,0,0,0,0
1320,2,2021-11-28,21,3,0,0,0,0,0,0
1321,2,2021-11-28,22,0,0,0,0,0,0,0
1322,2,2021-11-28,22,1,1,2,0,0,0,0
1323,2,2021-11-28,22,2,0,0,0,0,0,0
1324,2,2021-11-28,22,3,0,0,0,0,0,0
1325,2,2021-11-28,23,0,0,0,0,0,0,0
1326,2,2021-11-28,23,1,0,0,0,0,0,0
1327,2,2021-11-28,23,2,0,0,0,0,0,0
1328,2,2021-11-28,23,3,0,0,0,0,0,0
1329,2,2021-11-29,0,0,0,0,0,0,0,0
1330,2,2021-11-29,0,1,0,0,0,0,0,0
1331,2,2021-11-29,0,2,1,0,0,0,0,0
1332,2,2021-11-29,0,3,0,0,0,0,0,0
1333,2,2021-11-29,1,0,0,0,0,0,0,0
1334,2,2021-11-29,1,1,0,0,0,0,0,0
1335,2,2021-11-29,1,2,0,0,0,0,0,0
1336,2,2021-11-29,1,3,0,0,0,0,0,0
1337,2,2021-11-29,2,0,0,0,0,0,0,0
1338,2,2021-11-29,2,1,0,0,0,0,0,0
1339,2,2021-11-29,2,2,0,0,0,0,0,0
1340,2,2021-11-29,2,3,0,0,0,0,0,0
1341,2,2021-11-29,3,0,0,0,0,0,0,0
1342,2,2021-11-29,3,1,0,0,0,0,0,0
1343,2,2021-11-29,3,2,0,0,0,0,0,0
1344,2,2021-11-29,3,3,0,0,0,0,0,0
1345,2,2021-11-29,4,0,0,0,0,0,0,0
1346,2,2021-11-29,4,1,0,0,0,0,0,0
1347,2,2021-11-29,4,2,0,0,0,0,0,0
1348,2,2021-11-29,4,3,0,0,0,0,0,0
1349,2,2021-11-29,5,0,0,1,0,0,0,0
1350,2,2021-11-29,5,1,0,0,0,0,0,0
1351,2,2021-11-29,5,2,0,0,0,0,0,0
1352,2,2021-11-29,5,3,0,0,0,0,0,0
1353,2,2021-11-29,6,0,0,1,0,0,0,0
1354,2,2021-11-29,6,1,0,0,0,0,0,0
1355,2,2021-11-29,6,2,0,0,0,0,0,0
1356,2,2021-11-29,6,3,0,0,0,0,0,0
1357,2,2021-11-29,7,0,0,0,0,0,0,0
1358,2,2021-11-29,7,1,0,0,0,0,0,0
1359,2,2021-11-29,7,2,0,0,0,0,0,0
1360,2,2021-11-29,7,3,0,0,0,0,0,0
1361,2,2021-11-29,8,0,0,0,0,0,0,0
1362,2,2021-11-29,8,1,0,0,0,0,0,0
1363,2,2021-11-29,8,2,0,0,0,0,0,0
1364,2,2021-11-29,8,3,0,0,0,0,0,0
1365,2,2021-11-29,9,0,0,0,0,0,0,0
1366,2,2021-11-29,9,1,0,0,0,0,0,0
1367,2,2021-11-29,9,2,0,0,0,0,0,0
1368,2,2021-11-29,9,3,0,0,0,0,0,0
1369,2,2021-11-29,10,0,0,0,0,0,0,0
1370,2,2021-11-29,10,1,0,0,0,0,0,0
1371,2,2021-11-29,10,2,0,0,0,0,0,0
1372,2,2021-11-29,10,3,0,0,0,0,0,0
1373,2,2021-11-29,11,0,2,37,0,0,0,0
1374,2,2021-11-29,11,1,3,0,0,0,0,0
1375,2,2021-11-29,11,2,5,0,0,0,0,0
1376,2,2021-11-29,11,3,7,0,0,0,0,0
1377,2,2021-11-29,12,0,0,70,0,0,3,0
1378,2,2021-11-29,12,1,2,4,0,0,3,0
1379,2,2021-11-29,12,2,1,0,0,0,0,0
1380,2,2021-11-29,12,3,1,0,0,0,0,0
1381,2,2021-11-29,13,0,0,91,0,0,1,0
1382,2,2021-11-29,13,1,2,5,0,0,2,0
1383,2,2021-11-29,13,2,9,0,0,0,0,0
1384,2,2021-11-29,13,3,8,0,0,0,0,0
1385,2,2021-11-29,14,0,0,71,0,0,2,0
1386,2,2021-11-29,14,1,16,2,0,0,4,0
1387,2,2021-11-29,14,2,21,0,0,0,0,0
1388,2,2021-11-29,14,3,3,0,0,0,0,0
1389,2,2021-11-29,15,0,0,64,0,0,0,0
1390,2,2021-11-29,15,1,13,4,0,0,4,0
1391,2,2021-11-29,15,2,10,0,0,0,0,0
1392,2,2021-11-29,15,3,6,0,0,0,0,0
1393,2,2021-11-29,16,0,0,61,0,0,3,0
1394,2,2021-11-29,16,1,1,4,0,0,3,0
1395,2,2021-11-29,16,2,16,0,0,0,0,0
1396,2,2021-11-29,16,3,1,0,0,0,0,0
1397,2,2021-11-29,17,0,0,119,0,0,9,0
1398,2,2021-11-29,17,1,5,52,0,0,3,0
1399,2,2021-11-29,17,2,39,0,0,0,0,0
1400,2,2021-11-29,17,3,3,0,0,0,0,0
1401,2,2021-11-29,18,0,0,117,0,0,2,0
1402,2,2021-11-29,18,1,18,8,0,0,3,0
1403,2,2021-11-29,18,2,43,0,0,0,0,0
1404,2,2021-11-29,18,3,3,0,0,0,0,0
1405,2,2021-11-29,19,0,0,1,0,0,0,0
1406,2,2021-11-29,19,1,0,5,0,0,0,0
1407,2,2021-11-29,19,2,2,0,0,0,0,0
1408,2,2021-11-29,19,3,0,0,0,0,0,0
1409,2,2021-11-29,20,0,0,2,0,0,0,0
1410,2,2021-11-29,20,1,0,2,0,0,0,0
1411,2,2021-11-29,20,2,6,0,0,0,0,0
1412,2,2021-11-29,20,3,0,0,0,0,0,0
1413,2,2021-11-29,21,0,0,1,0,0,0,0
1414,2,2021-11-29,21,1,3,0,0,0,0,0
1415,2,2021-11-29,21,2,6,0,0,0,0,0
1416,2,2021-11-29,21,3,0,0,0,0,0,0
1417,2,2021-11-29,22,0,0,2,0,0,0,0
1418,2,2021-11-29,22,1,0,4,0,0,0,0
1419,2,2021-11-29,22,2,0,0,0,0,0,0
1420,2,2021-11-29,22,3,0,0,0,0,0,0
1421,2,2021-11-29,23,0,0,3,0,0,0,0
1422,2,2021-11-29,23,1,1,0,0,0,0,0
1423,2,2021-11-29,23,2,0,0,0,0,0,0
1424,2,2021-11-29,23,3,0,0,0,0,0,0
1425,2,2021-11-30,0,0,0,0,0,0,0,0
1426,2,2021-11-30,0,1,0,1,0,0,0,0
1427,2,2021-11-30,0,2,1,0,0,0,0,0
1428,2,2021-11-30,0,3,0,0,0,0,0,0
1429,2,2021-11-30,1,0,0,0,0,0,0,0
1430,2,2021-11-30,1,1,0,0,0,0,0,0
1431,2,2021-11-30,1,2,3,0,0,0,0,0
1432,2,2021-11-30,1,3,0,0,0,0,0,0
1433,2,2021-11-30,2,0,0,0,0,0,0,0
1434,2,2021-11-30,2,1,0,0,0,0,0,0
1435,2,2021-11-30,2,2,0,0,0,0,0,0
1436,2,2021-11-30,2,3,0,0,0,0,0,0
1437,2,2021-11-30,3,0,0,0,0,0,0,0
1438,2,2021-11-30,3,1,0,1,0,0,0,0
1439,2,2021-11-30,3,2,0,0,0,0,0,0
1440,2,2021-11-30,3,3,0,0,0,0,0,0
1441,2,2021-11-30,4,0,0,0,0,0,0,0
1442,2,2021-11-30,4,1,0,0,0,0,0,0
1443,2,2021-11-30,4,2,0,0,0,0,0,0
1444,2,2021-11-30,4,3,0,0,0,0,0,0
1445,2,2021-11-30,5,0,0,0,0,0,0,0
1446,2,2021-11-30,5,1,0,0,0,0,0,0
1447,2,2021-11-30,5,2,0,0,0,0,0,0
1448,2,2021-11-30,5,3,0,0,0,0,0,0
1449,2,2021-11-30,6,0,0,1,0,0,0,0
1450,2,2021-11-30,6,1,0,0,0,0,0,0
1451,2,2021-11-30,6,2,3,0,0,0,0,0
1452,2,2021-11-30,6,3,0,0,0,0,0,0
1453,2,2021-11-30,7,0,0,0,0,0,0,0
1454,2,2021-11-30,7,1,0,0,0,0,0,0
1455,2,2021-11-30,7,2,0,0,0,0,0,0
1456,2,2021-11-30,7,3,0,0,0,0,0,0
1457,2,2021-11-30,8,0,0,0,0,0,0,0
1458,2,2021-11-30,8,1,0,3,0,0,0,0
1459,2,2021-11-30,8,2,0,0,0,0,0,0
1460,2,2021-11-30,8,3,0,0,0,0,0,0
1461,2,2021-11-30,9,0,0,13,0,0,0,0
1462,2,2021-11-30,9,1,0,7,0,0,0,0
1463,2,2021-11-30,9,2,0,0,0,0,0,0
1464,2,2021-11-30,9,3,0,0,0,0,0,0
1465,2,2021-11-30,10,0,0,175,0,0,2,0
1466,2,2021-11-30,10,1,7,5,0,0,2,0
1467,2,2021-11-30,10,2,36,0,0,0,0,0
1468,2,2021-11-30,10,3,0,0,0,0,0,0
1469,2,2021-11-30,11,0,0,44,0,0,0,0
1470,2,2021-11-30,11,1,1,6,0,0,1,0
1471,2,2021-11-30,11,2,0,0,0,0,0,0
1472,2,2021-11-30,11,3,0,0,0,0,0,0
1473,2,2021-11-30,12,0,0,48,0,0,3,0
1474,2,2021-11-30,12,1,3,5,0,0,0,0
1475,2,2021-11-30,12,2,11,0,0,0,0,0
1476,2,2021-11-30,12,3,0,0,0,0,0,0
1477,2,2021-11-30,13,0,0,73,0,0,3,0
1478,2,2021-11-30,13,1,2,5,0,0,1,0
1479,2,2021-11-30,13,2,11,0,0,0,0,0
1480,2,2021-11-30,13,3,0,0,0,0,0,0
1481,2,2021-11-30,14,0,1,61,0,0,1,0
1482,2,2021-11-30,14,1,2,5,0,0,0,0
1483,2,2021-11-30,14,2,5,0,0,0,0,0
1484,2,2021-11-30,14,3,1,0,0,0,0,0
1485,2,2021-11-30,15,0,0,60,0,0,4,0
1486,2,2021-11-30,15,1,4,4,0,0,1,0
1487,2,2021-11-30,15,2,14,0,0,0,0,0
1488,2,2021-11-30,15,3,0,0,0,0,0,0
1489,2,2021-11-30,16,0,0,63,0,0,3,0
1490,2,2021-11-30,16,1,5,12,0,0,5,0
1491,2,2021-11-30,16,2,7,0,0,0,0,0
1492,2,2021-11-30,16,3,1,0,0,0,0,0
1493,2,2021-11-30,17,0,0,184,0,0,10,0
1494,2,2021-11-30,17,1,15,7,0,0,3,0
1495,2,2021-11-30,17,2,86,0,0,0,0,0
1496,2,2021-11-30,17,3,1,0,0,0,0,0
1497,2,2021-11-30,18,0,0,52,0,0,2,0
1498,2,2021-11-30,18,1,14,18,0,0,2,0
1499,2,2021-11-30,18,2,5,0,0,0,0,0
1500,2,2021-11-30,18,3,4,0,0,0,0,0
1501,2,2021-11-30,19,0,0,11,0,0,0,0
1502,2,2021-11-30,19,1,0,18,0,0,0,0
1503,2,2021-11-30,19,2,0,0,0,0,0,0
1504,2,2021-11-30,19,3,0,0,0,0,0,0
1505,2,2021-11-30,20,0,0,0,0,0,0,0
1506,2,2021-11-30,20,1,0,3,0,0,0,0
1507,2,2021-11-30,20,2,3,0,0,0,0,0
1508,2,2021-11-30,20,3,0,0,0,0,0,0
1509,2,2021-11-30,21,0,0,1,0,0,0,0
1510,2,2021-11-30,21,1,2,4,0,0,0,0
1511,2,2021-11-30,21,2,0,0,0,0,0,0
1512,2,2021-11-30,21,3,0,0,0,0,0,0
1513,2,2021-11-30,22,0,0,0,0,0,0,0
1514,2,2021-11-30,22,1,0,3,0,0,0,0
1515,2,2021-11-30,22,2,0,0,0,0,0,0
1516,2,2021-11-30,22,3,0,0,0,0,0,0
1517,2,2021-11-30,23,0,0,0,0,0,0,0
1518,2,2021-11-30,23,1,0,0,0,0,0,0
1519,2,2021-11-30,23,2,0,0,0,0,0,0
1520,2,2021-11-30,23,3,0,0,0,0,0,0
1521,2,2021-01-12,0,0,0,0,0,0,0,0
1522,2,2021-01-12,0,1,0,0,0,0,0,0
1523,2,2021-01-12,0,2,0,0,0,0,0,0
1524,2,2021-01-12,0,3,0,0,0,0,0,0
1525,2,2021-01-12,1,0,0,0,0,0,0,0
