camera,datetime,zone,person,car,bicycle,motorcycle,truck,dog
2,04-12-2021 17:00,1,21,3,0,0,7,0
2,04-12-2021 17:00,2,0,0,0,0,0,0
2,04-12-2021 17:00,3,67,0,0,0,0,0
2,04-12-2021 18:00,0,0,55,0,0,5,0
2,04-12-2021 18:00,1,9,4,0,0,5,0
2,04-12-2021 18:00,2,5,0,0,0,0,0
2,04-12-2021 18:00,3,1,0,0,0,0,0
2,04-12-2021 19:00,0,0,13,0,0,0,0
2,04-12-2021 19:00,1,1,13,0,0,0,0
2,04-12-2021 19:00,2,0,0,0,0,0,0
2,04-12-2021 19:00,3,4,0,0,0,0,0
2,04-12-2021 20:00,0,0,5,0,0,0,0
2,04-12-2021 20:00,1,1,12,0,0,0,0
2,04-12-2021 20:00,2,0,0,0,0,0,0
2,04-12-2021 20:00,3,0,0,0,0,0,0
2,04-12-2021 21:00,0,0,6,0,0,0,0
2,04-12-2021 21:00,1,1,22,0,0,0,0
2,04-12-2021 21:00,2,2,0,0,0,0,0
2,04-12-2021 21:00,3,0,0,0,0,0,0
2,04-12-2021 22:00,0,0,2,0,0,0,0
2,04-12-2021 22:00,1,0,16,0,0,0,0
2,04-12-2021 22:00,2,9,0,0,0,0,0
2,04-12-2021 22:00,3,0,0,0,0,0,0
2,04-12-2021 23:00,0,0,2,0,0,0,0
2,04-12-2021 23:00,1,0,13,0,0,0,0
2,04-12-2021 23:00,2,2,0,0,0,0,0
2,04-12-2021 23:00,3,0,0,0,0,0,0
2,05-12-2021 0:00,0,0,0,0,0,0,0
2,05-12-2021 0:00,1,0,12,0,0,0,0
2,05-12-2021 0:00,2,0,0,0,0,0,0
2,05-12-2021 0:00,3,0,0,0,0,0,0
2,05-12-2021 1:00,0,0,1,0,0,0,0
2,05-12-2021 1:00,1,0,3,0,0,0,0
2,05-12-2021 1:00,2,7,0,0,0,0,0
2,05-12-2021 1:00,3,0,0,0,0,0,0
2,05-12-2021 2:00,0,0,4,0,0,1,0
2,05-12-2021 2:00,1,0,2,0,0,0,0
2,05-12-2021 2:00,2,0,0,0,0,0,0
2,05-12-2021 2:00,3,0,0,0,0,0,0
2,05-12-2021 3:00,0,0,1,0,0,0,0
2,05-12-2021 3:00,1,0,0,0,0,0,0
2,05-12-2021 3:00,2,0,0,0,0,0,0
2,05-12-2021 3:00,3,0,0,0,0,0,0
2,05-12-2021 4:00,0,0,0,0,0,0,0
2,05-12-2021 4:00,1,0,0,0,0,0,0
2,05-12-2021 4:00,2,0,0,0,0,0,0
2,05-12-2021 4:00,3,0,0,0,0,0,0
2,05-12-2021 5:00,0,0,0,0,0,0,0
2,05-12-2021 5:00,1,0,0,0,0,0,0
2,05-12-2021 5:00,2,0,0,0,0,0,0
2,05-12-2021 5:00,3,0,0,0,0,0,0
2,05-12-2021 6:00,0,0,0,0,0,0,0
2,05-12-2021 6:00,1,0,1,0,0,0,0
2,05-12-2021 6:00,2,0,0,0,0,0,0
2,05-12-2021 6:00,3,0,0,0,0,0,0
2,05-12-2021 7:00,0,0,3,0,0,0,0
2,05-12-2021 7:00,1,0,1,0,0,0,0
2,05-12-2021 7:00,2,0,0,0,0,0,0
2,05-12-2021 7:00,3,0,0,0,0,0,0
2,05-12-2021 8:00,0,0,3,0,0,0,0
2,05-12-2021 8:00,1,0,0,0,0,0,0
2,05-12-2021 8:00,2,0,0,0,0,0,0
2,05-12-2021 8:00,3,0,0,0,0,0,0
2,05-12-2021 9:00,0,0,5,0,0,0,0
2,05-12-2021 9:00,1,4,3,0,0,0,0
2,05-12-2021 9:00,2,0,0,0,0,0,0
2,05-12-2021 9:00,3,2,0,0,0,0,0
2,05-12-2021 10:00,0,0,27,0,0,0,0
2,05-12-2021 10:00,1,0,1,0,0,0,0
2,05-12-2021 10:00,2,0,0,0,0,0,0
2,05-12-2021 10:00,3,0,0,0,0,0,0
2,05-12-2021 11:00,0,0,64,0,0,3,0
2,05-12-2021 11:00,1,0,5,0,0,0,0
2,05-12-2021 11:00,2,16,0,0,0,0,0
2,05-12-2021 11:00,3,20,0,0,0,0,0
2,05-12-2021 12:00,0,3,41,0,0,3,0
2,05-12-2021 12:00,1,2,11,0,0,0,0
2,05-12-2021 12:00,2,0,0,0,0,0,0
2,05-12-2021 12:00,3,15,0,0,0,0,0
2,05-12-2021 13:00,0,0,32,0,0,1,0
2,05-12-2021 13:00,1,0,3,0,0,0,0
2,05-12-2021 13:00,2,0,0,0,0,0,0
2,05-12-2021 13:00,3,0,0,0,0,0,0
2,05-12-2021 14:00,0,0,38,0,0,2,0
2,05-12-2021 14:00,1,0,2,0,0,2,0
2,05-12-2021 14:00,2,4,0,0,0,0,0
2,05-12-2021 14:00,3,0,0,0,0,0,0
2,05-12-2021 15:00,0,0,18,0,0,2,0
2,05-12-2021 15:00,1,3,6,0,0,2,0
2,05-12-2021 15:00,2,0,0,0,0,0,0
2,05-12-2021 15:00,3,2,0,0,0,0,0
2,05-12-2021 16:00,0,0,33,0,0,3,0
2,05-12-2021 16:00,1,3,6,0,0,2,0
2,05-12-2021 16:00,2,8,0,0,0,0,0
2,05-12-2021 16:00,3,1,0,0,0,0,0
2,05-12-2021 17:00,0,0,104,0,0,2,0
2,05-12-2021 17:00,1,0,6,0,0,3,0
2,05-12-2021 17:00,2,0,0,0,0,0,0
2,05-12-2021 17:00,3,9,0,0,0,0,0
2,05-12-2021 18:00,0,0,87,0,0,7,0
2,05-12-2021 18:00,1,12,8,0,0,3,0
2,05-12-2021 18:00,2,6,0,0,0,0,0
2,05-12-2021 18:00,3,0,0,0,0,0,0
2,05-12-2021 19:00,0,0,25,0,0,0,0
2,05-12-2021 19:00,1,16,14,0,0,0,0
2,05-12-2021 19:00,2,12,0,0,0,0,0
2,05-12-2021 19:00,3,0,0,0,0,0,0
2,05-12-2021 20:00,0,0,12,0,0,0,0
2,05-12-2021 20:00,1,8,14,0,0,0,0
2,05-12-2021 20:00,2,8,0,0,0,0,0
2,05-12-2021 20:00,3,0,0,0,0,0,0
2,05-12-2021 21:00,0,0,2,0,0,0,0
2,05-12-2021 21:00,1,4,8,0,0,0,0
2,05-12-2021 21:00,2,9,0,0,0,0,0
2,05-12-2021 21:00,3,0,0,0,0,0,0
2,05-12-2021 22:00,0,0,1,0,0,0,0
2,05-12-2021 22:00,1,0,14,0,0,0,0
2,05-12-2021 22:00,2,0,0,0,0,0,0
2,05-12-2021 22:00,3,0,0,0,0,0,0
2,05-12-2021 23:00,0,0,1,0,0,0,0
2,05-12-2021 23:00,1,0,4,0,0,0,0
2,05-12-2021 23:00,2,0,0,0,0,0,0
2,05-12-2021 23:00,3,0,0,0,0,0,0
2,06-12-2021 0:00,0,0,0,0,0,0,0
2,06-12-2021 0:00,1,0,2,0,0,0,0
2,06-12-2021 0:00,2,0,0,0,0,0,0
2,06-12-2021 0:00,3,0,0,0,0,0,0
2,06-12-2021 1:00,0,0,0,0,0,0,0
2,06-12-2021 1:00,1,0,4,0,0,0,0
2,06-12-2021 1:00,2,0,0,0,0,0,0
2,06-12-2021 1:00,3,0,0,0,0,0,0
2,06-12-2021 2:00,0,0,0,0,0,0,0
2,06-12-2021 2:00,1,0,2,0,0,0,0
2,06-12-2021 2:00,2,0,0,0,0,0,0
2,06-12-2021 2:00,3,0,0,0,0,0,0
2,06-12-2021 3:00,0,0,0,0,0,0,0
2,06-12-2021 3:00,1,0,1,0,0,0,0
2,06-12-2021 3:00,2,0,0,0,0,0,0
2,06-12-2021 3:00,3,0,0,0,0,0,0
2,06-12-2021 4:00,0,0,0,0,0,0,0
2,06-12-2021 4:00,1,0,1,0,0,0,0
2,06-12-2021 4:00,2,0,0,0,0,0,0
2,06-12-2021 4:00,3,0,0,0,0,0,0
2,06-12-2021 5:00,0,0,0,0,0,0,0
2,06-12-2021 5:00,1,0,0,0,0,0,0
2,06-12-2021 5:00,2,0,0,0,0,0,0
2,06-12-2021 5:00,3,0,0,0,0,0,0
2,06-12-2021 6:00,0,0,1,0,0,0,0
2,06-12-2021 6:00,1,0,2,0,0,0,0
2,06-12-2021 6:00,2,0,0,0,0,0,0
2,06-12-2021 6:00,3,0,0,0,0,0,0
2,06-12-2021 7:00,0,0,0,0,0,0,0
2,06-12-2021 7:00,1,0,2,0,0,0,0
2,06-12-2021 7:00,2,0,0,0,0,0,0
2,06-12-2021 7:00,3,0,0,0,0,0,0
2,06-12-2021 8:00,0,0,10,0,0,0,0
2,06-12-2021 8:00,1,0,2,0,0,0,0
2,06-12-2021 8:00,2,0,0,0,0,0,0
2,06-12-2021 8:00,3,4,0,0,0,0,0
2,06-12-2021 9:00,0,0,24,0,0,0,0
2,06-12-2021 9:00,1,1,11,0,0,2,0
2,06-12-2021 9:00,2,9,0,0,0,0,0
2,06-12-2021 9:00,3,0,0,0,0,0,0
2,06-12-2021 10:00,0,0,81,0,0,8,0
2,06-12-2021 10:00,1,10,2,0,0,2,0
2,06-12-2021 10:00,2,30,0,0,0,0,0
2,06-12-2021 10:00,3,0,0,0,0,0,0
2,06-12-2021 11:00,0,0,64,0,0,27,0
2,06-12-2021 11:00,1,0,4,0,0,8,0
2,06-12-2021 11:00,2,0,0,0,0,0,0
2,06-12-2021 11:00,3,0,0,0,0,0,0
2,06-12-2021 12:00,0,2,29,0,0,19,0
2,06-12-2021 12:00,1,2,4,0,0,1,0
2,06-12-2021 12:00,2,14,0,0,0,0,0
2,06-12-2021 12:00,3,16,0,0,0,0,0
2,06-12-2021 13:00,0,0,30,0,0,5,0
2,06-12-2021 13:00,1,0,8,0,0,0,0
2,06-12-2021 13:00,2,8,0,0,0,0,0
2,06-12-2021 13:00,3,0,0,0,0,0,0
2,06-12-2021 14:00,0,0,24,0,0,1,0
2,06-12-2021 14:00,1,10,2,0,0,1,0
2,06-12-2021 14:00,2,20,0,0,0,0,0
2,06-12-2021 14:00,3,0,0,0,0,0,0
2,06-12-2021 15:00,0,0,17,0,0,1,0
2,06-12-2021 15:00,1,5,3,0,0,3,0
2,06-12-2021 15:00,2,0,0,0,0,0,0
2,06-12-2021 15:00,3,1,0,0,0,0,0
2,06-12-2021 16:00,0,0,27,0,0,1,0
2,06-12-2021 16:00,1,12,3,0,0,3,0
2,06-12-2021 16:00,2,37,0,0,0,0,0
2,06-12-2021 16:00,3,0,0,0,0,0,0
2,06-12-2021 17:00,0,0,158,0,0,6,0
2,06-12-2021 17:00,1,6,9,0,0,7,0
2,06-12-2021 17:00,2,42,0,0,0,0,0
2,06-12-2021 17:00,3,10,0,0,0,0,0
2,06-12-2021 18:00,0,0,111,0,0,1,0
2,06-12-2021 18:00,1,27,3,0,0,11,0
2,06-12-2021 18:00,2,17,0,0,0,0,0
2,06-12-2021 18:00,3,12,0,0,0,0,0
2,06-12-2021 19:00,0,0,0,0,0,0,0
2,06-12-2021 19:00,1,0,0,0,0,0,0
2,06-12-2021 19:00,2,0,0,0,0,0,0
2,06-12-2021 19:00,3,0,0,0,0,0,0
